nom,,adresse,tabelog,url,fb,mails,,tel,budget,,,,,,,,,,
ワイズキッチン,Y'S KITCHEN）,佐賀県,https://tabelog.com/saga/A4102/A410201/41000270/,http://www.yskitchen.jp/,,,,0955-72-8716,"￥8,000～￥9,999 | ",,,,,,,,,,
meli melo,メリメロ）,北海道,https://tabelog.com/hokkaido/A0101/A010102/1063472/,https://melimelo-sapporo.com/,,,,011-223-5075,"￥8,000～￥9,999 | ",,,,,,,,,,
レストラン クロワサンス,,岡山県,https://tabelog.com/okayama/A3301/A330101/33007761/,http://www.croissance.jp/,https://www.facebook.com/Croissance-274843785876044/,,,086-238-8815,"￥5,000～￥5,999 | ￥5,000～￥5,999 | ",,,,,,,,,,
ビストロ ブルゴーニュ,BOURGOGNE）,神奈川県,https://tabelog.com/kanagawa/A1406/A140601/14035805/,http://mercureyokosuka.jp/ja/restaurantbar/,https://www.facebook.com/MercureYokosuka,,,046-821-1594,"￥8,000～￥9,999 | ",,,,,,,,,,
ラ・トォルトゥーガ,La Tortuga）,大阪府,https://tabelog.com/osaka/A2701/A270102/27003337/,http://r-tsushin.com/guide/restaurant/337/,https://www.facebook.com/r.tsushin/,,,06-4706-7524,"￥8,000～￥9,999 | ",,,,,,,,,,
ラ・ゴダーユ,LA GODAILLE）,東京都,https://tabelog.com/tokyo/A1317/A131709/13184523/,,,,,03-3439-6668,"￥5,000～￥5,999 | ",,,,,,,,,,
ル・ジャルダン,,東京都,https://tabelog.com/tokyo/A1317/A131707/13013764/,http://www.setagaya.co.jp/le_jardin/,,,,03-3415-6415,"￥6,000～￥7,999 | ",,,,,,,,,,
ラ メゾン ドゥ ラ ナチュール ゴウ,La Maison de la Nature Goh ）,福岡県,https://tabelog.com/fukuoka/A4001/A400102/40000160/,http://www.gohfukuoka.com/,https://www.facebook.com/La-Maison-de-la-Nature-Goh-771499229645550/,,,092-724-0955,"￥15,000～￥19,999 | ",,,,,,,,,,
パリの朝市 池袋店,パリノアサイチ）,東京都,https://tabelog.com/tokyo/A1305/A130501/13005602/,http://www.pariasa.com/,,,,0120-595-136,"￥5,000～￥5,999 | ￥5,000～￥5,999 | ",,,,,,,,,,
プティット・メルヴィーユ,,東京都,https://tabelog.com/tokyo/A1320/A132001/13005902/,,,,,0422-48-1541,"￥6,000～￥7,999 | ",,,,,,,,,,
ラ・プレーヌ・リュヌ,,京都府,https://tabelog.com/kyoto/A2601/A260202/26028120/,http://la-pleine-lune.com/,https://www.facebook.com/lapleinelune0527/,,,075-251-2570,"￥6,000～￥7,999 | ",,,,,,,,,,
ラピヨッシュ,La Pioche）,東京都,https://tabelog.com/tokyo/A1302/A130204/13160741/,,https://www.facebook.com/2013lapioche,,,03-3669-7988,"￥10,000～￥14,999 | ",,,,,,,,,,
シェヌー,,宮城県,https://tabelog.com/miyagi/A0404/A040404/4000003/,http://www.cheznous.co.jp/,https://www.facebook.com/cheznous.shiogama/,,,022-365-9312,"￥10,000～￥14,999 | ",,,,,,,,,,
Chezやまのべ,シェヤマノベ）,福島県,https://tabelog.com/fukushima/A0707/A070701/7000084/,http://shimogo-sk.or.jp/goulmet-01.html,,,,0241-68-3585,"￥6,000～￥7,999 | ",,,,,,,,,,
シェノリ,,群馬県,https://tabelog.com/gunma/A1001/A100101/10009247/,,,,,027-283-4419,"￥5,000～￥5,999 | ",,,,,,,,,,
Chez Hori - シェ・ホリ,,兵庫県,https://tabelog.com/hyogo/A2803/A280304/28048732/,https://chez-hori.com/infomation,,,,06-6434-1833,"￥6,000～￥7,999 | ￥3,000～￥3,999 | ",,,,,,,,,,
レストラン センカ,Restaurant Senka）,兵庫県,https://tabelog.com/hyogo/A2801/A280101/28058676/,,,,,078-272-1072,"￥6,000～￥7,999 | ",,,,,,,,,,
ピエトラ セレーナ,,北海道,https://tabelog.com/hokkaido/A0101/A010104/1047433/,http://www.pietra.jp/index.html,https://www.facebook.com/Pietra-Serena-%E3%83%94%E3%82%A8%E3%83%88%E3%83%A9%E3%82%BB%E3%83%AC%E3%83%BC%E3%83%8A-238971192949871/,,,011-522-1212,"￥8,000～￥9,999 | ",,,,,,,,,,
レチュード,L’etude）,三重県,https://tabelog.com/mie/A2404/A240401/24015675/,https://www.facebook.com/letude2018/,,,,0595-51-7498,"￥6,000～￥7,999 | ￥4,000～￥4,999 | ",,,,,,,,,,
リタ オーガニック,Rita Organic）,東京都,https://tabelog.com/tokyo/A1301/A130101/13216935/,http://ritaorganic.com/,,,,03-6260-6467,"￥5,000～￥5,999 | ￥6,000～￥7,999 | ",,,,,,,,,,
オリーブ,,長崎県,https://tabelog.com/nagasaki/A4201/A420102/42008353/,http://www.olivebayhotel.co.jp/,https://ja-jp.facebook.com/Olivebayhotel/,,,0959-34-5511,"￥10,000～￥14,999 | ",,,,,,,,,,
レストラン ノリ,Reataurant Nori）,鹿児島県,https://tabelog.com/kagoshima/A4601/A460101/46013333/,http://www.restaurant-nori.com/,,,,099-248-8587,"￥5,000～￥5,999 | ",,,,,,,,,,
ミクニ伊豆高原,,静岡県,https://tabelog.com/shizuoka/A2205/A220503/22035501/,https://mikuni-izukogen.jp/,,,,0557-54-3920,"￥15,000～￥19,999 | ￥8,000～￥9,999 | ",,,,,,,,,,
レストラン プチマリエ,,広島県,https://tabelog.com/hiroshima/A3401/A340107/34001921/,http://rpetitmarier.wix.com/petitmarier,,,,082-879-1541,"￥6,000～￥7,999 | ",,,,,,,,,,
シエル,,静岡県,https://tabelog.com/shizuoka/A2202/A220201/22026631/,http://concorde.co.jp/restaurant/ciel/,,,,053-457-1114,"￥5,000～￥5,999 | ",,,,,,,,,,
ル・シェフ,,愛知県,https://tabelog.com/aichi/A2305/A230503/23013486/,,,,,0566-77-4300,"￥5,000～￥5,999 | ",,,,,,,,,,
アールベルアンジェ 名古屋,Art Bell Ange Nagoya）,愛知県,https://tabelog.com/aichi/A2301/A230106/23045297/,http://www.bellclassic.co.jp/kantou/nagoya/,,,,052-932-7640,"￥15,000～￥19,999 | ",,,,,,,,,,
和洋創作分子料理 Y's,,千葉県,https://tabelog.com/chiba/A1202/A120204/12049571/,https://m.facebook.com/bimiraisan2019/,https://m.facebook.com/a/preferences.php,,,047-409-4221,"￥5,000～￥5,999 | ",,,,,,,,,,
四季,,群馬県,https://tabelog.com/gunma/A1001/A100101/10008609/,http://grhshiki.sblo.jp/,,,,027-223-6111,"￥6,000～￥7,999 | ",,,,,,,,,,
ナガセ,NAGASE）,岐阜県,https://tabelog.com/gifu/A2104/A210401/21010882/,http://www.ngsr.jp/,https://www.facebook.com/takayama.nagase/,,,0577-35-9000,"￥5,000～￥5,999 | ",,,,,,,,,,
るぱたき,Repas・Taki）,東京都,https://tabelog.com/tokyo/A1301/A130103/13028716/,,,,,03-3574-9443,"￥6,000～￥7,999 | ",,,,,,,,,,
LULL,ラル）,福井県,https://tabelog.com/fukui/A1801/A180102/18007042/,https://m.facebook.com/LULL-1604411143213125/?refid=17&_ft_=top_level_post_id.964770790297396%3Atl_objid.964770790297396&__tn__=H,https://m.facebook.com/a/preferences.php,,,0776-97-8903,"￥5,000～￥5,999 | ",,,,,,,,,,
レストラン ヤマウチ ギンザ,RESTAURANT YAMAUCHI GINZA）,東京都,https://tabelog.com/tokyo/A1301/A130101/13223070/,http://ginza-yamauchi.jp/,,,,03-5537-6699,"￥8,000～￥9,999 | ￥6,000～￥7,999 | ",,,,,,,,,,
フランス会席高橋,,滋賀県,https://tabelog.com/shiga/A2503/A250301/25001907/,http://www.french-takahashi.com/,,,,0748-34-6173,"￥5,000～￥5,999 | ",,,,,,,,,,
レストラン シェ シノ,Restaurant Chez Shino）,京都府,https://tabelog.com/kyoto/A2601/A260202/26027254/,,https://www.facebook.com/chezshino/,,,075-256-1225,"￥10,000～￥14,999 | ",,,,,,,,,,
メゾン エルミタージュ,Maison Hermitage）,栃木県,https://tabelog.com/tochigi/A0902/A090203/9016274/,http://maison-hermitage.com/,,,,0285-21-4122,"￥5,000～￥5,999 | ￥3,000～￥3,999 | ",,,,,,,,,,
ビストロ ノアキ,BISTRO Noaqui）,岩手県,https://tabelog.com/iwate/A0301/A030101/3009517/,,,,,019-613-3003,"￥5,000～￥5,999 | ",,,,,,,,,,
ドゥ・ラパン,,宮城県,https://tabelog.com/miyagi/A0402/A040204/4006154/,http://deux-lapins.com/index.html,,,,022-323-5408,"￥6,000～￥7,999 | ",,,,,,,,,,
レストラン エンヌ,,石川県,https://tabelog.com/ishikawa/A1701/A170101/17009850/,http://r.goope.jp/restaurant-n,,,,076-213-8118,"￥6,000～￥7,999 | ",,,,,,,,,,
ナカド,NAKADO）,広島県,https://tabelog.com/hiroshima/A3401/A340108/34026765/,https://nakado-s.com/,,,,不明の為情報お待ちしております,"￥5,000～￥5,999 | ￥10,000～￥14,999 | ",,,,,,,,,,
ラグナスイート 名古屋,LAGUNASUITE）,愛知県,https://tabelog.com/aichi/A2301/A230103/23033047/,https://www.lagunasuite.com/,https://www.facebook.com/%E3%83%A9%E3%82%B0%E3%83%8A%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%88%E5%90%8D%E5%8F%A4%E5%B1%8B-1458555481056011/,,,052-954-0082,"￥5,000～￥5,999 | ～￥999 | ",,,,,,,,,,
ナクレ,nacr?e）,宮城県,https://tabelog.com/miyagi/A0401/A040101/4023008/,https://nacree.jp/,https://www.facebook.com/nacree.sendai/,,,022-748-7115,"￥15,000～￥19,999 | ￥6,000～￥7,999 | ",,,,,,,,,,
ムニ ラ テラス,MUNI LA TERRASSE）,京都府,https://tabelog.com/kyoto/A2601/A260403/26034603/,https://muni-kyoto.com/jp/index.html,https://www.facebook.com/pg/MUNI.KYOTO/,,,075-873-7770,"￥8,000～￥9,999 | ",,,,,,,,,,
旬彩ダイニングM,,長野県,https://tabelog.com/nagano/A2006/A200602/20019958/,,,,,0265-85-6535,"￥5,000～￥5,999 | ",,,,,,,,,,
東京レストランバス,,東京都,https://tabelog.com/tokyo/A1302/A130201/13237341/,https://sp.willer.co.jp/restaurantbus/tokyo/,https://www.facebook.com/willer.travel,,,0570-200-770,"￥8,000～￥9,999 | ",,,,,,,,,,
レザンドールザ陽明クラブ,,愛知県,https://tabelog.com/aichi/A2301/A230108/23042639/,,,,,052-833-1121,"￥5,000～￥5,999 | ",,,,,,,,,,
ル・シーニュ,,群馬県,https://tabelog.com/gunma/A1001/A100102/10007112/,,,,,027-322-3337,"￥5,000～￥5,999 | ",,,,,,,,,,
シャルマンシーナ東京,,東京都,https://tabelog.com/tokyo/A1306/A130602/13165886/,http://tokyo.charmantscena.com/,,,,0120-981-381,"￥5,000～￥5,999 | ",,,,,,,,,,
ホットキャロット,,神奈川県,https://tabelog.com/kanagawa/A1404/A140402/14080236/,,,,,0467-23-0550,"￥6,000～￥7,999 | ",,,,,,,,,,
ラ・ソア,La Soie）,愛媛県,https://tabelog.com/ehime/A3802/A380201/38009088/,http://www.lasoie.jp/,,,,0898-25-8888,"￥5,000～￥5,999 | ￥1,000～￥1,999 | ",,,,,,,,,,
グランシャリオ,Grande Chariot）,福岡県,https://tabelog.com/fukuoka/A4001/A400103/40054971/,http://grandechariot.jp/,,,,092-402-2911,"￥5,000～￥5,999 | ￥4,000～￥4,999 | ",,,,,,,,,,
シェリュウ,,東京都,https://tabelog.com/tokyo/A1317/A131714/13069037/,,,,,03-3752-6605,"￥5,000～￥5,999 | ",,,,,,,,,,
ete,エテ/?t?）,東京都,https://tabelog.com/tokyo/A1318/A131811/13249143/,,,,,不明の為情報お待ちしております,"￥40,000～￥49,999 | ",,,,,,,,,,
マリーゴールド山口,,山口県,https://tabelog.com/yamaguchi/A3501/A350101/35010216/,http://www.marrygold-yamaguchi.com/,https://www.facebook.com/%E3%83%9E%E3%83%AA%E3%83%BC%E3%82%B4%E3%83%BC%E3%83%AB%E3%83%89%E5%B1%B1%E5%8F%A3-182992325172646/,,,083-928-8100,"￥15,000～￥19,999 | ",,,,,,,,,,
シェ・ニシタニ,,大阪府,https://tabelog.com/osaka/A2701/A270304/27104160/,http://oui-nishitani.com/,,,,06-7165-2363,"￥10,000～￥14,999 | ",,,,,,,,,,
スシュ,SOUS-SUS）,秋田県,https://tabelog.com/akita/A0501/A050101/5009178/,,,,,018-853-7614,"￥5,000～￥5,999 | ",,,,,,,,,,
あしぇっと八ヶ岳,assiette yatsugatake）,山梨県,https://tabelog.com/yamanashi/A1902/A190201/19010372/,http://assiette.main.jp/,,,,070-3884-9298,"￥8,000～￥9,999 | ",,,,,,,,,,
レスプリヒビキ,L'esprit HiBiKi）,島根県,https://tabelog.com/shimane/A3201/A320101/32005243/,,,,,0852-69-2747,"￥5,000～￥5,999 | ",,,,,,,,,,
アンジェリオン オ プラザ東京,,東京都,https://tabelog.com/tokyo/A1302/A130201/13167261/,http://tokyo.angelion.jp/,,,,0120-981-381,"￥6,000～￥7,999 | ",,,,,,,,,,
イルマーレ,,三重県,https://tabelog.com/mie/A2403/A240301/24008802/,http://www.isepearlpier.com/ilmare/,,,,0596-26-3636,"￥6,000～￥7,999 | ",,,,,,,,,,
ラグナヴェール東京,,東京都,https://tabelog.com/tokyo/A1302/A130202/13138457/,http://tokyo.lagunaveil.com/,,,,0120-981-381,"￥5,000～￥5,999 | ￥20,000～￥29,999 | ",,,,,,,,,,
ふれんちん,,大阪府,https://tabelog.com/osaka/A2707/A270703/27063120/,http://frenchin.jp/index.html,,,,072-961-4910,"￥5,000～￥5,999 | ",,,,,,,,,,
カーティスクリーク,,福島県,https://tabelog.com/fukushima/A0705/A070502/7008184/,http://www1.ocn.ne.jp/~c.creek/newpage.htm,,,,0241-32-3478,"￥8,000～￥9,999 | ",,,,,,,,,,
ローズソヴァージュ,,沖縄県,https://tabelog.com/okinawa/A4701/A470103/47000579/,,,,,098-860-2870,"￥10,000～￥14,999 | ",,,,,,,,,,
ヨークプリンセス,,茨城県,https://tabelog.com/ibaraki/A0804/A080401/8001761/,,,,,0299-80-9555,"￥5,000～￥5,999 | ",,,,,,,,,,
シトロニエ,CITRONNIER）,兵庫県,https://tabelog.com/hyogo/A2804/A280401/28047357/,http://citronnier.jp/,https://www.facebook.com/restaurant.citronnier/,,,078-914-1955,"￥6,000～￥7,999 | ",,,,,,,,,,
ダビデの館,ダビデノヤカタ）,大分県,https://tabelog.com/oita/A4402/A440201/44000573/,http://www2.odn.ne.jp/dabide/,,,,0977-28-8800,"￥6,000～￥7,999 | ",,,,,,,,,,
ギンザ フジマル,GINZA FUJIMARU）,東京都,https://tabelog.com/tokyo/A1301/A130101/13244697/,https://ginzafujimaru.com/,,,,03-6264-1188,"￥10,000～￥14,999 | ",,,,,,,,,,
メリ・メロ,Meli-Melo）,長野県,https://tabelog.com/nagano/A2003/A200301/20021642/,http://meli-melo.p1.bindsite.jp/,,,,0267-41-0345,"￥5,000～￥5,999 | ",,,,,,,,,,
トミーガーデン,TOMMY Garden）,東京都,https://tabelog.com/tokyo/A1303/A130302/13035608/,http://www.eastgallery.co.jp/tg,,,,03-5466-1069,"￥6,000～￥7,999 | ",,,,,,,,,,
ラ シャンス,LA CHANCE）,長崎県,https://tabelog.com/nagasaki/A4202/A420201/42008540/,http://www.lachance-ikk.jp/sasebo/,,,,0956-42-0056,"￥5,000～￥5,999 | ",,,,,,,,,,
フランス料理 ギャルソン,Garcon）,山口県,https://tabelog.com/yamaguchi/A3505/A350501/35000053/,http://www.garuson.jp/,,,,0834-32-2377,"￥6,000～￥7,999 | ",,,,,,,,,,
オーベルジーヌ,,東京都,https://tabelog.com/tokyo/A1318/A131808/13225527/,http://aubergine-kotaki.com/,,,,03-6416-8200,"￥5,000～￥5,999 | ",,,,,,,,,,
ラガップ,L'AGAPE）,静岡県,https://tabelog.com/shizuoka/A2203/A220301/22016114/,http://lagape.jp/,http://www.facebook.com/FuransuLiaoLiResutoranragappu,,,054-637-0290,"￥6,000～￥7,999 | ",,,,,,,,,,
芦屋・次郎,,兵庫県,https://tabelog.com/hyogo/A2803/A280302/28053664/,,,,,0797-35-8203,"￥5,000～￥5,999 | ￥8,000～￥9,999 | ",,,,,,,,,,
誉一山荘 オーベルジュ ドゥ ミクニ,,富山県,https://tabelog.com/toyama/A1604/A160402/16005364/,http://yoichi-sansou.co.jp/,,,,0766-72-4841,"￥8,000～￥9,999 | ",,,,,,,,,,
レストラン オガタ,Restaurant OGATA）,千葉県,https://tabelog.com/chiba/A1206/A120602/12046943/,https://restaurantogata.wixsite.com/mysite,,,,050-5456-7023,"￥5,000～￥5,999 | ￥5,000～￥5,999 | ",,,,,,,,,,
フレンチレストラン　オ・ラ・ラ,,埼玉県,https://tabelog.com/saitama/A1103/A110304/11024044/,https://www.flala.biz/,,,,049-286-0904,"￥5,000～￥5,999 | ￥6,000～￥7,999 | ",,,,,,,,,,
アニヴェルセル みなとみらい横浜,,神奈川県,https://tabelog.com/kanagawa/A1401/A140104/14061125/,http://minatomirai.anniversaire.co.jp/,https://www.facebook.com/anniversaire.japan,,,045-226-2088,"￥8,000～￥9,999 | ",,,,,,,,,,
ITASHI,,山梨県,https://tabelog.com/yamanashi/A1901/A190101/19011410/,https://itashi134.business.site/,,,,055-287-7677,"￥5,000～￥5,999 | ￥4,000～￥4,999 | ",,,,,,,,,,
庄吉庵,ショウキチアン）,長野県,https://tabelog.com/nagano/A2002/A200202/20001524/,http://www.alpico.co.jp/kamikochi_shimizuya/,,,,0263-95-2121,"￥10,000～￥14,999 | ",,,,,,,,,,
近江亭,,岩手県,https://tabelog.com/iwate/A0301/A030101/3005384/,http://www.ambrosia-omitei.com/,https://www.facebook.com/Ambrosia%E8%BF%91%E6%B1%9F%E4%BA%AD-391157357743119/,,,019-653-2750,"￥6,000～￥7,999 | ",,,,,,,,,,
NICOLAS 529,二コラ 529）,香川県,https://tabelog.com/kagawa/A3701/A370101/37009857/,,,,,087-880-4566,"￥15,000～￥19,999 | ",,,,,,,,,,
フランス料理 シェ・アン,,三重県,https://tabelog.com/mie/A2403/A240303/24016703/,,,,,080-8263-2018,"￥10,000～￥14,999 | ",,,,,,,,,,
アミュゾン,Amusant）,広島県,https://tabelog.com/hiroshima/A3401/A340101/34026944/,http://www.amusant-chef.com/index.html,,,,082-569-8400,"￥10,000～￥14,999 | ",,,,,,,,,,
uoni,ウオニ）,新潟県,https://tabelog.com/niigata/A1502/A150201/15004634/,http://www.uo-ni.com/,,,,0258-32-1009,"￥5,000～￥5,999 | ￥2,000～￥2,999 | ",,,,,,,,,,
レストランプティフール,Petits Fours）,宮崎県,https://tabelog.com/miyazaki/A4503/A450301/45000355/,,,,,0986-23-4873,"￥15,000～￥19,999 | ",,,,,,,,,,
駿河屋,,埼玉県,https://tabelog.com/saitama/A1106/A110603/11019031/,,,,,042-974-1000,"￥5,000～￥5,999 | ",,,,,,,,,,
マクシミリアン,,神奈川県,https://tabelog.com/kanagawa/A1401/A140203/14013161/,http://www.maximilian.jp/,,,,045-948-5793,"￥5,000～￥5,999 | ",,,,,,,,,,
ラ・シャロント,,茨城県,https://tabelog.com/ibaraki/A0802/A080201/8000776/,,,,,029-864-8778,"￥6,000～￥7,999 | ",,,,,,,,,,
フォレストキャッスル伊勢崎,クイーンズヒル迎賓館）,群馬県,https://tabelog.com/gunma/A1002/A100202/10009521/,http://forest-r.biz/cuisine/index.html,,,,0270-30-5088,"￥15,000～￥19,999 | ",,,,,,,,,,
オルキデ,Orchid?e）,福岡県,https://tabelog.com/fukuoka/A4001/A400103/40044750/,,,,,092-532-8515,"￥6,000～￥7,999 | ",,,,,,,,,,
PEACE OVEN,ピースオーブン）,東京都,https://tabelog.com/tokyo/A1318/A131801/13116158/,,,,,03-6407-9444,"￥5,000～￥5,999 | ",,,,,,,,,,
カナタ,kanata）,大分県,https://tabelog.com/oita/A4402/A440202/44011454/,,,,,090-8625-1008,"￥5,000～￥5,999 | ",,,,,,,,,,
マキノンチ,MAKINONC?）,石川県,https://tabelog.com/ishikawa/A1701/A170101/17012300/,https://www.french-makino.jp/,https://www.tablecheck.com/shops/frenchmakinonci/reserve,,,050-3503-3318,"￥10,000～￥14,999 | ",,,,,,,,,,
レストラン ディグ,restaurant Digue）,岐阜県,https://tabelog.com/gifu/A2103/A210302/21018711/,,,,,0573-22-9912,"￥6,000～￥7,999 | ",,,,,,,,,,
高須賀,タカスカ/髙須賀）,京都府,https://tabelog.com/kyoto/A2601/A260304/26028929/,http://www.takasuka-kyoto.jp/,,,,075-748-1680,"￥10,000～￥14,999 | ",,,,,,,,,,
ar,アル）,熊本県,https://tabelog.com/kumamoto/A4301/A430103/43014800/,https://boketto.biz/,https://www.facebook.com/boketto.forest/,,,096-285-3570,"￥6,000～￥7,999 | ",,,,,,,,,,
ポップロード,,東京都,https://tabelog.com/tokyo/A1301/A130101/13169499/,http://poproad.jp/,,,,03-3562-8088,"￥5,000～￥5,999 | ",,,,,,,,,,
フランス料理 風雅千代,フウガセンダイ）,群馬県,https://tabelog.com/gunma/A1001/A100101/10020231/,https://fuga-sendai.jimdosite.com/,,,,070-4038-1949,"￥6,000～￥7,999 | ",,,,,,,,,,
マルシェロロ金沢,March Lolo Kanazawa）,石川県,https://tabelog.com/ishikawa/A1701/A170101/17011005/,http://lolosan.livedoor.biz/,,,,050-7515-9175,"￥5,000～￥5,999 | ",,,,,,,,,,
ラ カンロ,La Kanro）,大阪府,https://tabelog.com/osaka/A2701/A270103/27119203/,,,,,不明の為情報お待ちしております,"￥20,000～￥29,999 | ￥15,000～￥19,999 | ",,,,,,,,,,
シェフズ・シアター,Chef's Theatre）,東京都,https://tabelog.com/tokyo/A1314/A131401/13246935/,https://www.mesm.jp/restaurant/chefs_theatre.html,,,,03-5777-1111,"￥5,000～￥5,999 | ￥8,000～￥9,999 | ",,,,,,,,,,
サロンドキュイジーヌ 千暮里,Salon de Cuisine TIVOLI Mme TATSUYA PRIVATE TABLE）,兵庫県,https://tabelog.com/hyogo/A2803/A280302/28003468/,,,,,0797-31-5127,"￥8,000～￥9,999 | ",,,,,,,,,,
仏蘭西料理　N,エヌ）,東京都,https://tabelog.com/tokyo/A1309/A130903/13152505/,http://www.arakicho-n.co.jp/,,,,03-3226-0873,"￥15,000～￥19,999 | ",,,,,,,,,,
ヌーヴェル・エポック,,東京都,https://tabelog.com/tokyo/A1308/A130802/13239120/,https://theokuratokyo.jp/dining/list/nouvelle_epoque/,,,,03-3505-6073,"￥10,000～￥14,999 | ",,,,,,,,,,
LE CHENE,ル・シェーヌ）,京都府,https://tabelog.com/kyoto/A2601/A260301/26006415/,https://www.chourakukan.co.jp/,https://www.facebook.com/chourakukan/,,,075-561-0001,"￥6,000～￥7,999 | ",,,,,,,,,,
川地家,KAWACHIYA）,岐阜県,https://tabelog.com/gifu/A2103/A210301/21010654/,http://www.kawachi-ya.com/,https://www.facebook.com/tajimi.kawachiya/,,,0572-21-1551,"￥5,000～￥5,999 | ",,,,,,,,,,
サクラヒルズ川上別荘,,岐阜県,https://tabelog.com/gifu/A2101/A210102/21013385/,http://www.sakura-hills.jp/,https://www.facebook.com/gifu.sakurahills/,,,058-384-0700,"￥5,000～￥5,999 | ",,,,,,,,,,
